Cód. Oficina,Nombre Oficina,Municipio,Departamento,Días de apertura,Dirección,Extension,Teléfono
8303,SAN JOSE DEL GUAVIARE,San José Del Guaviare,Guaviare,LUNES A VIERNES,Carrera 24 No. 7 - 50,21910   21911   42129   42165   42215   42274   42288   42421   42446   42486   42507   42585   42645   42658   42721,6013821400
4532,SAN JUAN DE ARAMA,San Juan De Arama,Meta,LUNES A VIERNES,Carrera 9 No.11-25,21131   42287   42337,6013821400
1250,SAN JUAN DE NEPOMUCENO,San Juan Nepomuceno,Bolívar,LUNES A VIERNES,Calle 10 Nº. 9-55 /   Calle 9 No. 10-55 Barrio Centro.,25106   44048   44262   44291   44335   44405,6013821400
3159,SAN JUAN DE RIOSECO,San Juan De Río Seco,Cundinamarca,LUNES A VIERNES,Carrera 6 No. 4- 40/46,42135   21660   42257   42371   42441   42569   42616,6013821400
3640,SAN JUAN DEL CESAR,San Juan Del Cesar,La Guajira,LUNES A VIERNES,CALLE  5 N° 5 -121,25570   44063   44146   44344   44398   44419   44464,6013821400
4542,SAN JUANITO,San Juanito,Meta,LUNES A VIERNES,Calle 7 No. 2-55 Centro,21830   42109   42382   42627,6013821400
4874,SAN LORENZO,San Lorenzo,Nariño,MARTES A SABADO,Carrera 3 con calle 3 Barrio Centro,22957   46017   46204   46312   46348   46464   46574,6013821400
1345,SAN LUIS,San Luis,Antioquia,MARTES A SABADO,CRA. REAL NRO. 20-07,24125   41021   41346,6013821400
6653,SAN LUIS,San Luis,Tolima,MARTES A SABADO,CALLE 7 No 5 - 36/38,28848   49037   49240   49576,6013821400
1570,SAN LUIS DE GACENO,San Luis De Gaceno,Boyacá,LUNES A VIERNES,CALLE 4 No. 4 - 45,28350   47046   47225   47523,6013821400
8650,SAN LUIS DE PALENQUE,San Luis De Palenque,Casanare,LUNES A VIERNES,CARRERA 7 No. 2-55 Parque Principal - Calle 4 No. 4-06,26295   47107   47536,6013821400
6364,SAN MARCOS,San Marcos,Sucre,LUNES A VIERNES,Calle 19 No.22 – 34,25183   44082   44203   44421   44437   44459   44514,6013821400
4535,SAN MARTIN,San Martín,Meta,LUNES A VIERNES,Carrera 7 No. 5-68,21820   42049   42092   42223   42269   42583   42629   42630,6013821400
1571,SAN MATEO,San Mateo,Boyacá,LUNES A VIERNES,CARRERA 4 No. 3 - 75,28391   47063   47425,6013821400
7940,SAN MIGUEL,San Miguel,Putumayo,LUNES A VIERNES,Calle 6 No. 4 - 46 - 56 Sector Urbano,26239   49028   49252   49319   49590   49681,6013821400
6366,SAN ONOFRE,San Onofre,Sucre,LUNES A VIERNES,Cra. 19 No.20-65 Plaza Principal,25690   44109   44252   44324   44466   44505,6013821400
4876,SAN PABLO,San Pablo,Nariño,MARTES A SABADO,Cra. 3 No. 5-14 Prque Bolívar,22500   46018   46163   46180   46286   46378   46405,6013821400
1255,SAN PABLO,San Pablo,Bolívar,LUNES A VIERNES,Carrera 6 No. 17 - 23,27310   45037   45199   45285   45354   45419   45468,6013821400
1387,SAN PEDRO,San Pedro De Los Milagros,Antioquia,LUNES A VIERNES,Calle 50 No.50-08 piso 2 Local 201,24650   41131   41412   41533   41553,6013821400
6368,SAN PEDRO,San Pedro,Sucre,LUNES A VIERNES,Calle 13 No. 8-16 barrio los Cocos,25188   44020   44253,6013821400
1391,SAN PEDRO DE URABA,San Pedro De Uraba,Antioquia,LUNES A VIERNES,Carrera. 50 No.50-33/35 Parque Principal,41077   24690   41305   41484   41624   41722,6013821400
2772,SAN PELAYO,San Pelayo,Córdoba,LUNES A VIERNES,Carrera 7 No. 5 - 20 Barrio Boca Grande,41142   24929   41257   41365   41402   41436   41659,6013821400
1470,SAN RAFAEL,San Rafael,Antioquia,MARTES A SABADO,Calle 31 No.29-22,24790   41139   41243   41563   41703,6013821400
1472,SAN ROQUE,San Roque,Antioquia,MARTES A SABADO,Cra.20 No.20-47/51 Pal.Mpal.,24350   41119   41358   41646   41698,6013821400
4260,SAN SEBASTIAN,San Sebastián De Buenavista,Magdalena,LUNES A VIERNES,Calle 5 No  5-37,25161   44108   44303,6013821400
2165,SAN SEBASTIAN,San Sebastián,Cauca,MARTES A SABADO,Calle 3 No. 6-74,22178   46083   46217   46492,6013821400
1388,SAN VICENTE,San Vicente,Antioquia,MARTES A SABADO,Cra.29 No.29-26/81 primer piso Palacio Municipal,24660   41072   41221   41282   41618   41642,6013821400
6022,SAN VICENTE DE CHUCURI,San Vicente De Chucurí,Santander,LUNES A VIERNES,CRA  10 N° 9-36,27560   45029   45120   45174   45202   45245   45264   45296   45383   45434,6013821400
7565,SAN VICENTE DEL CAGUAN,San Vicente Del Caguán,Caquetá,LUNES A VIERNES,CRA 5 No 4 - 01/03/04,28960   28961   49026   49148   49182   49185   49272   49518   49522   49533   49603   49686,6013821400
4810,SANDONA,Sandoná,Nariño,MARTES A VIERNES Y      SÁBADO,Calle 5 No. 4-28 Barrio San Carlos - Plaza Principal,22450   46045   46242   46249   46277   46278   46353   46545,6013821400
4263,SANTA ANA,Santa Ana,Magdalena,LUNES A VIERNES,CALLE 10 N° 3A – 20,25163   44097   44200   44260   44454   44521,6013821400
4878,SANTA BARBARA DE ISCUANDE,Santa Bárbara,Nariño,LUNES A VIERNES,Alcaldía Municipal Santa Bárbara de Iscuande Primer Piso,22963   46049   46588,6013821400
1267,SANTA CATALINA,Santa Catalina,Bolívar,LUNES A VIERNES,Plaza  Principal - Santa Catalina - Bolívar,25113   44089   44240,6013821400
6654,SANTA ISABEL,Santa Isabel,Tolima,MARTES A VIERNES Y      SÁBADO,Carrera 2 No.7-49/53,49054   26394   49174   49357,6013821400
3950,SANTA MARIA,Santa María,Huila,MARTES A VIERNES Y      SÁBADO,Carrera 4a No. 10 - 40/44/46,49018   25896   49365   49643,6013821400
4210,SANTA MARTA,Santa Marta,Magdalena,LUNES A VIERNES,Calle 15 No.3-07,24209   44008   44019   44132   44198   44251   44269   44456   44465   44479   44502   44504   44522,6013821400
5715,SANTA ROSA DE CABAL,Santa Rosa De Cabal,Risaralda,LUNES A VIERNES,Carrera 15 No. 13-35 y 13-55,26480   43043   43156   43242   43260,6013821400
1340,SANTA ROSA DE OSOS,Santa Rosa De Osos,Antioquia,LUNES A VIERNES,CALLE 30 B No. 29-70 LOCAL 102,24411   24412   41014   41018   41237   41245   41285   41380   41410   41511,6013821400
1573,SANTA ROSA DE VITERBO,Santa Rosa De Viterbo,Boyacá,LUNES A VIERNES,"CALLE 3 No. 4 - 22    CALLE 9 No,. 4-42 Plaza Principal",28588   47043   47161   47278   47286   47315   47420,6013821400
1270,SANTA ROSA DEL SUR,Santa Rosa Del Sur,Bolívar,LUNES A VIERNES,Calle 9 No. 11 -40,27320   27321   45050   45150   45179   45205   45375   45416   45443   45469,6013821400
8520,SANTA ROSALIA,Santa Rosalía,Vichada,LUNES A VIERNES,Carrera. 1 Centro,21148   42079   42488,6013821400
1574,SANTA SOFIA,Santa Sofía,Boyacá,LUNES A VIERNES,Calle 4 No.3-07,28397   47100   47314,6013821400
1389,SANTAFE DE ANTIOQUIA,Santafé De Antioquia,Antioquia,MARTES A SABADO,Calle 9 No. 10 -53/57,24038   41150   41181   41211   41279   41381   41512   41617,6013821400
1572,SANTANA,Santana,Boyacá,MARTES A VIERNES Y      SÁBADO,Calle 3 No. 4-65 Parque Principal,28393   47017   47154   47184   47188   47327   47539,6013821400
6920,SANTANDER DE QUILICHAO,Santander De Quilichao,Cauca,MARTES A VIERNES Y      SÁBADO,Carrera 11 No. 03-64 C.C Santander Plaza,22580   22581   46050   46140   46171   46270   46361   46382   46386   46415   46430   46497   46549,6013821400
1474,SANTO DOMINGO,Santo Domingo,Antioquia,MARTES A SABADO,Cra.15 No.12-35,24353   41028   41359,6013821400
1660,SANTO TOMAS,Santo Tomás,Atlántico,LUNES A VIERNES,Carrera  11  Nº. 3-34,25430   44091   44140   44165   44212   44285   44286   44337   44366   44517,6013821400
1390,SANTUARIO,El Santuario,Antioquia,MARTES A SABADO,Cra.50 No.50-35/37,24680   41152   41212   41238   41330   41555   41654,6013821400
7360,SARAVENA,Saravena,Arauca,LUNES A VIERNES,Carrera 15 No.26-53/55/57,21880   21881   42143   42162   42311   42387   42419   42445   42558   42575   42644   42700,6013821400
5150,SARDINATA,Sardinata,Norte de Santander,MARTES A VIERNES Y      SÁBADO,Carrera  6 N° 5-27 Centro,27146   45040   45137   45232   45445   45454,6013821400
3167,SASAIMA,Sasaima,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 7-75,42069   21690   42258   42291   42400,6013821400
1575,SATIVANORTE,Sativanorte,Boyacá,LUNES A VIERNES,Carrera 3 No. 7 - 02 / 12,28399   47116   47475,6013821400
1476,SEGOVIA,Segovia,Antioquia,MARTES A SABADO,Carrera 51 N° 51 - 75,24800   41120   41294   41444   41522   41699   41700,6013821400
6950,SEVILLA,Sevilla,Valle del Cauca,MARTES A VIERNES Y      SÁBADO,Cra. 49 No. 50 - 08,26228   43073   43116   43168   43195   43196   43360,6013821400
7901,SIBUNDOY,Sibundoy,Putumayo,LUNES A VIERNES,CALLE 18 No.15-59,28970   49042   49337   49390   49392   49401   49450   49660,6013821400
5164,SILOS,Silos,Norte de Santander,LUNES A VIERNES,Cra.5 No.3-41,45078   27152   45430   45492,6013821400
3163,SILVANIA,Silvania,Cundinamarca,LUNES A VIERNES,Calle 10 No. 5 - 14 / 16 / 18,21680   42117   42179   42200   42318   42535   42610   42653,6013821400
6916,SILVIA,Silvia,Cauca,MARTES A SABADO,Carrera 3 No.10-32,22540   46104   46232   46300   46535,6013821400
6072,SIMACOTA,Simacota,Santander,LUNES A VIERNES,Cra. 5 No.5-56 Barrio el Centro,27190   45104   45303,6013821400
3165,SIMIJACA,Simijaca,Cundinamarca,LUNES A VIERNES,Calle 8 No. 7-25,42102   21278   42402   42541   42570   42725,6013821400
1265,SIMITI,Simití,Bolívar,LUNES A VIERNES,Carrera 25 No. 28-03,45064   27107   45198   45225   45226,6013821400
6370,SINCE,San Luis De Sincé,Sucre,LUNES A VIERNES,Cra. 11 Nº.  10 -05,25700   44034   44309   44422,6013821400
6303,SINCELEJO,Sincelejo,Sucre,LUNES A VIERNES,"Calle 23 Carrera 16 Esquina -  Torre GENTIUM LOCAL  101, 102 y 103",25469   25473   25471   25472,6013821400
1576,SOATA,Soatá,Boyacá,MARTES A VIERNES Y      SÁBADO,CARRERA 4 No. 9 - 56,28596   28597   28598   47012   47048   47136   47288   47321   47339   47404   47426,6013821400
1578,SOCHA,Socha,Boyacá,MARTES A VIERNES Y      SÁBADO,Carrera 10 N0. 3-57 Parque Principal,28620   47059   47258   47259,6013821400
6044,SOCORRO,Socorro,Santander,LUNES A VIERNES,CRA. 14 N° 15-16,27096   27098   45019   45123   45141   45149   45253   45276   45338   45407   45435   45461   45487   45494   45505,6013821400
1577,SOCOTA,Socotá,Boyacá,MARTES A VIERNES Y      SÁBADO,Carrera 3 No. 3 -17,28448   47099   47442   47521,6013821400
1516,SOGAMOSO,Sogamoso,Boyacá,LUNES A VIERNES,Carrera 11 No.12-99,28460   28461   47068   47140   47198   47216   47236   47304   47312   47348   47417   47418   47451   47467   47478   47540   47550,6013821400
7567,SOLANO,Solano,Caquetá,LUNES A VIERNES,Calle  5 No. 4-02 Esquina Parque Principal,28602   49129   49446,6013821400
1204,SOLEDAD,Soledad,Atlántico,LUNES A VIERNES,Calle 15 N° 21-141/ Carrera 20 No. 14/50.,25094   44072   44182   44280   44392   44516,6013821400
3904,SOLITA,Solita,Caquetá,LUNES A VIERNES,Carrera 4 N°2-65/69 -Calle 3N°3-62/66,49106   28271   49370   49491,6013821400
1579,SOMONDOCO,Somondoco,Boyacá,LUNES A VIERNES,CALLE 4 No. 3 - 15,28450   47088   47524,6013821400
1346,SONSON,Sonson,Antioquia,MARTES A SABADO,Cra 8A No.6-77       Calle 7 No 8-7,24127   41034   41303   41312   41401   41416   41422   41674,6013821400
1397,SOPETRAN,Sopetrán,Antioquia,MARTES A SABADO,Calle 10 A No. 8-04/06,24710   41115   41242   41280   41686,6013821400
960,SOPO,Sopó,Cundinamarca,LUNES A VIERNES,Calle 2 No. 2-05/09 Parque Principal,21490   42028   42491   42492   42588,6013821400
1580,SOTAQUIRA,Sotaquirá,Boyacá,MARTES A VIERNES Y      SÁBADO,CALLE 6 No. 6 - 04,28452   47112   47279   47522,6013821400
4862,SOTOMAYOR,Los Andes,Nariño,MARTES A SABADO,Calle 5 Araujo con Carrera 5 Benavides Esquina - Parque Principal,22944   46099   46337   46404,6013821400
2111,SUAREZ,Suárez,Cauca,MARTES A VIERNES Y      SÁBADO,Carrera 5 No. 6-25,46054   22149   46335   46518,6013821400
6657,SUAREZ,Suárez,Tolima,LUNES A VIERNES,Carrera 3 No. 7 - 70,49128   49669,6013821400
3973,SUAZA,Suaza,Huila,MARTES A VIERNES Y      SÁBADO,Calle 7 N° 3 -27,49119   25958   49165   49204   49322   49428   49504   49682,6013821400
980,SUBACHOQUE,Subachoque,Cundinamarca,LUNES A VIERNES,Calle 2 No. 3-07,21510   42097   42226   42346   42670,6013821400
6372,SUCRE,Sucre,Sucre,LUNES A VIERNES,CALLE 9 No.2-04,25083   44056   44383   44460   44506,6013821400
6076,SUCRE,Sucre,Santander,LUNES A VIERNES,CENTRO,28577   47036   47432   47496,6013821400
3160,SUESCA,Suesca,Cundinamarca,LUNES A VIERNES,Carrera 5 No. 8  - 16 Centro - Frente al Parque Principal,21670   42071   42264   42407   42470   42711   42734,6013821400
3161,SUPATA,Supatá,Cundinamarca,MARTES A SABADO,Carrera 6 No. 5-03  Centro,42056   21274   42681,6013821400
6077,SURATA,Suratá,Santander,LUNES A VIERNES,Carrera 4 No.3- 49,27192   45093   45485   45489   45519,6013821400
3168,SUSA,Susa,Cundinamarca,LUNES A VIERNES,Calle 6 N 3- 105,42103   21282   42351   42542   42619,6013821400
1582,SUSACON,Susacón,Boyacá,LUNES A VIERNES,CALLE 6 No. 3 - 07,28454   47064   47373,6013821400
1583,SUTAMARCHAN,Sutamarchán,Boyacá,LUNES A VIERNES,CARRERA 3 No. 4 - 34/46,28630   47058   47189   47206   47226   47469   47546,6013821400
3375,TADO,Tadó,Chocó,LUNES A VIERNES,Carrera 16 No.6-22,41049   24980   41320   41711,6013821400
2470,TAMALAMEQUE,Tamalameque,Cesar,LUNES A VIERNES,Carrera 5 No. 4 - 57 Esquina,25143   44106   44498,6013821400
8660,TAMARA,Támara,Casanare,LUNES A VIERNES,CARRERA 6 No. 5-13 -  Calle 25 No. 28-40 Inf.7,28216   47038   47437   47448   47537,6013821400
7370,TAME,Tame,Arauca,LUNES A VIERNES,Carrera 15 No. 15-52/64,21890   21891   42077   42175   42296   42340   42341   42356   42357   42657   42701,6013821400
1357,TAMESIS,Támesis,Antioquia,MARTES A SABADO,CALLE 10 N° 9 – 51,22890   41056   41284   41340,6013821400
4880,TAMINANGO,Taminango,Nariño,MARTES A SABADO,Calle 2 No. 2-32 Barrio Kennedy,22965   46070   46164   46319   46406   46486   46496   46555,6013821400
1478,TARAZA,Tarazá,Antioquia,LUNES A VIERNES,Carrera 30 No 29 -38,41137   24810   41252   41361   41696   41697   41715   41724,6013821400
3955,TARQUI,Tarqui,Huila,MARTES A VIERNES Y      SÁBADO,CRA 4 No 9 - 24  Calle 4 No. 9-24,25929   49062   49192   49291   49292   49295   49433,6013821400
1480,TARSO,Tarso,Antioquia,MARTES A SABADO,Calle 20 No.19-12,24355   41042   41385   41496   41559   41716,6013821400
8663,TAURAMENA,Tauramena,Casanare,LUNES A VIERNES,CARRERA 14 No. 5-34 Carrera 9a No. 1A-39,25860   47037   47275   47445   47453   47487,6013821400
3960,TELLO,Tello,Huila,MARTES A SABADO,CRA 5 No 4 - 02,49047   26216   49290   49566,6013821400
3101,TENA,Tena,Cundinamarca,LUNES A VIERNES,Calle 2 No 3-15 lado de la estación de policía,21205   42023   42463,6013821400
940,TENJO,Tenjo,Cundinamarca,LUNES A VIERNES,CARRERA 4 No. 3 – 40,21480   42113   42218   42435,6013821400
1584,TENZA,Tenza,Boyacá,LUNES A VIERNES,CALLE 5 No.  9 - 27/29,28640   47031   47261   47262   47492   47551,6013821400
5172,TEORAMA,Teorama,Norte de Santander,LUNES A VIERNES,Carrera 4 No.3-35,27154   45066   45160   45333,6013821400
3957,TERUEL,Teruel,Huila,MARTES A VIERNES Y      SÁBADO,CRA 3 No 5 - 76,25938   49076   49229   49323   49341,6013821400
3970,TESALIA,Tesalia,Huila,MARTES A VIERNES Y      SÁBADO,CRA 9 No 5 - 16/18,49033   25956   49609,6013821400
1585,TIBANA,Tibaná,Boyacá,LUNES A VIERNES,CRA. 5 CALLE 6 -45 (ESQUINA),26292   47061   47214   47266   47269   47309,6013821400
5170,TIBU,Tibú,Norte de Santander,LUNES A VIERNES,CALLE 5 N° 5-11 Barrio Miraflores,27490   27491   45015   45116   45182   45221   45251   45287   45415   45473   45499,6013821400
2780,TIERRALTA,Tierralta,Córdoba,LUNES A VIERNES,Calle 3 No. 14-72 Parque Principal,41102   24940   41298   41375   41591   41635   41709,6013821400
3965,TIMANA,Timaná,Huila,MARTES A VIERNES Y      SÁBADO,Carrera 4 No. 9-42 Edificio del Café,28770   49105   49368   49396   49542   49559,6013821400
6917,TIMBIO,Timbío,Cauca,MARTES A SABADO,Calle 18 No.21-00 Local 4 Barrio San Judas,22550   46075   46233   46358   46419   46489   46559   46601,6013821400
2180,TIMBIQUI,Timbiquí,Cauca,LUNES A VIERNES,Calle Principal,46055   22400   46399,6013821400
1586,TIPACOQUE,Tipacoque,Boyacá,LUNES A VIERNES,Calle 8 No.3-47,28459   47117   47155,6013821400
1392,TITIRIBI,Titiribí,Antioquia,MARTES A SABADO,Carrera. 21 No. 19-68 Carrera Santander.,24700   41157   41215,6013821400
1587,TOCA,Toca,Boyacá,MARTES A VIERNES Y      SÁBADO,CALLE 4 No. 7 - 39,28650   47114   47281   47323   47480,6013821400
1588,TOGUI,Togüí,Boyacá,LUNES A VIERNES,CALLE 3 No. 3 - 19,28607   47089   47423,6013821400
1482,TOLEDO,Toledo,Antioquia,MARTES A SABADO,Calle 11 No. 10 - 18 Parque Principal,24358   41062   41222,6013821400
5160,TOLEDO,Toledo,Norte de Santander,MARTES A VIERNES Y      SÁBADO,Carrera  5 N° 12-80 Calle Real,27480   45017   45234   45235   45309   45500,6013821400
6380,TOLU,Santiago De Tolú,Sucre,LUNES A VIERNES,Calle 16 No.3-53,25710   44045   44178   44204   44476   44507   44524,6013821400
6382,TOLUVIEJO,Tolú Viejo,Sucre,LUNES A VIERNES,Diagonal 3 No. 4-03/15 (Calle San José),25193   44083   44254   44360   44508,6013821400
6078,TONA,Tona,Santander,LUNES A VIERNES,Calle 7 N° 3-25,27905   45023   45163   45244,6013821400
3172,TOPAIPI,Topaipí,Cundinamarca,LUNES A VIERNES,Carrera 10 No. 3-30,42104   21285   42320,6013821400
2175,TORIBIO,Toribio,CAUCA,MARTES A VIERNES Y      SÁBADO,Carrera 3  No. 4 - 09 Esquina del Parque Principal - Barrio la Unión,22390   46029   46157   46553,6013821400
6974,TORO,Toro,Valle del Cauca,MARTES A SABADO,Carrera 4 No.10-30,22720   43074   43235   43243   43274   43293   43299,6013821400
2107,TOTORO,Totoró,Cauca,MARTES A SABADO,Calle 3 N° 4 - 86,46096   22145   46340,6013821400
8665,TRINIDAD,Trinidad,Casanare,LUNES A VIERNES,CARRERA 4 No 6 -28,25863   47106   47436   47438   47497,6013821400
6952,TRUJILLO,Trujillo,Valle del Cauca,MARTES A VIERNES Y      SÁBADO,Cra.19 No.20-71/73,22650   46119   46235   46316   46359   46371   46480,6013821400
6955,TULUA,Tuluá,Valle del Cauca,LUNES A VIERNES,Carrera 26 No. 27 - 59 / 27 - 63,22660   22661   46036   46146   46211   46290   46291   46299   46306   46317   46326   46502   46550   46595,6013821400
4882,TUMACO,Tumaco,Nariño,LUNES A VIERNES,Calle 14 N° 9D-16,22506   22507   46044   46145   46190   46222   46230   46243   46250   46345   46436   46437   46443   46468   46556,6013821400
1503,TUNJA,Tunja,Boyacá,LUNES A VIERNES,CALLE 18 No. 11-31 Piso 3,23242   47006   47013   47027   47109   47132   47145   47146   47158   47162   47173   47183   47192   47193   47194   47195   47196   47227   47231   47244   47250   47267   47293   47298   47303   47338   47345   47358   47359   47360   47363   47364   47376   47400   47407   47408   47409   47431   47452   47458   47465   47490   47501   47508   47511,6013821400
4808,TUQUERRES,Túquerres,Nariño,LUNES A VIERNES,Carrera 14 No. 20-25,22182   22183   46069   46179   46191   46223   46257   46427   46469   46493   46528   46583,6013821400
1332,TURBO,Turbo,Antioquia,LUNES A VIERNES,CRA. 14 N° 100 - 55/57/59/61,24420   41052   41184   41239   41453   41513   41681,6013821400
1589,TURMEQUE,Turmequé,Boyacá,LUNES A VIERNES,CARRERA 4 No 1A-36,28589   47062   47215   47541,6013821400
1590,TUTA,Tuta,Boyacá,LUNES A VIERNES,Calle 4 No 6 – 21,28229   47060   47251   47316   47411   47421,6013821400
3174,UBALA,Ubalá,Cundinamarca,MARTES A SABADO,Calle 2 N° 4-03/09,42035   21287   42325,6013821400
290,UBATE,Ubate,Cundinamarca,LUNES A VIERNES,CLL 6 NO 5-04     CALLE 6 No. 6-02,21340   42007   42015   42187   42347   42348   42439   42460   42533   42579   42648   42651,6013821400
6982,ULLOA,Ulloa,Valle del Cauca,MARTES A SABADO,Carrera 2 No.4-69/71 Plaza Principal,26196   43034   43113,6013821400
1592,UMBITA,Umbita,Boyacá,LUNES A VIERNES,Calle 5 No. 15-43 Peatonal,28613   47097   47210   47340   47473,6013821400
730,UNE,Une,Cundinamarca,LUNES A VIERNES,Carrera  3 No 2-15,21400   42110   42483   42716,6013821400
3370,UNGUIA,Unguía,Chocó,LUNES A VIERNES,CRA 3 No. 3-11/15 Calle principal,41069   24979   41299,6013821400
1395,URRAO,Urrao,Antioquia,MARTES A SABADO,Carrera 30 N° 28-33,24276   41118   41352   41414   41643,6013821400
3660,URUMITA,Urumita,La Guajira,LUNES A VIERNES,Carrera 9  N° 9 -04,25145   44095   44345,6013821400
3176,UTICA,Útica,Cundinamarca,MARTES A SABADO,Carrera.4 No.2-54 Plaza Principal Esquina,42022   21100   42255   42612,6013821400
1484,VALDIVIA,Valdivia,Antioquia,LUNES A VIERNES,Carrera 10 No. 10 – 24/28 Local 101,41044   24360   41493,6013821400
2786,VALENCIA,Valencia,Córdoba,LUNES A VIERNES,Carrera.  12  Nº.  15-75,24962   41164   41457   41503   41710,6013821400
6680,VALLE DE SAN JUAN,Valle De San Juan,Tolima,MARTES A VIERNES Y      SÁBADO,Cra.5 No.5-60,49052   26256   49436   49554,6013821400
2403,VALLEDUPAR,Valledupar,Cesar,LUNES A VIERNES,CALLE  16  Nº.    7-74/80,25455   25456   25457   25458,6013821400
2410,VALLEDUPAR - CDV,Valledupar,Cesar,LUNES A VIERNES,Diagonal 18 N° 29 - 63,25461   44042   44451,6013821400
1486,VALPARAISO,Valparaíso,Antioquia,MARTES A SABADO,Carrera 9 No. 9 -57,24363   41082   41704,6013821400
7580,VALPARAISO,Valparaíso,Caquetá,LUNES A VIERNES,CALLE 11 No 3B 23 -25 Barrio el Centro.,26253   49184   49389   49534,6013821400
1456,VEGACHI,Vegachí,Antioquia,MARTES A SABADO,Carrera 49 No.50 A - 14/34,24195   41026   41291,6013821400
6046,VELEZ,Vélez,Santander,LUNES A VIERNES,CRA. 4 No.10-53,28691   47076   47185   47220   47221   47243   47271   47342,6013821400
6670,VENADILLO,Venadillo,Tolima,MARTES A VIERNES Y      SÁBADO,Carrera.4 No 3 - 92,26251   49081   49175   49180   49277   49438   49545   49668,6013821400
3150,VENECIA,Venecia,Cundinamarca,MARTES A SABADO,Carrera 4 N° 5-04,42139   21257   42198,6013821400
1593,VENTAQUEMADA,Ventaquemada,Boyacá,LUNES A VIERNES,CALLE 5 No. 8 - 79,28617   47056   47157   47390   47430   47477   47552,6013821400
3178,VERGARA,Vergara,Cundinamarca,MARTES A VIERNES Y      SÁBADO,Calle 2 No. 4 - 34,21101   42019   42256   42691   42712,6013821400
6079,VETAS,Vetas,Santander,LUNES A VIERNES,Carrera 1 No. 4-50 PARQUE PRINCIPAL,45084   27907   45389,6013821400
1865,VICTORIA,Victoria,Caldas,MARTES A SABADO,CRA 6 No 9 - 28    9-29,43061   26360   43222   43308   43309,6013821400
6910,VIJES,Vijes,Valle del Cauca,MARTES A VIERNES Y      SÁBADO,Calle 6 No. 5-04,22735   46038   46169   46297,6013821400
1546,VILLA DE LEYVA,Villa De Leyva,Boyacá,MARTES A VIERNES Y      SÁBADO,Calle 12 No. 9-45,28530   47057   47204   47217   47313   47349   47461,6013821400
5180,VILLACARO,Villa Caro,Norte de Santander,MARTES A VIERNES Y      SÁBADO,CALLE 2 N° 5-03 Barrio el centro,45054   27156   45379   45520,6013821400
7950,VILLAGARZON,Villagarzón,Putumayo,LUNES A VIERNES,CRA. 6 No.6-64,49099   25898   49200   49253   49320   49391   49591   49680,6013821400
3105,VILLAGOMEZ,Villagómez,Cundinamarca,MARTES A SABADO,Calle 5 No. 3-47,21155   42101   42496   42611,6013821400
6628,VILLAHERMOSA,Villahermosa,Tolima,MARTES A VIERNES Y      SÁBADO,Carrera 5 No. 8-12,28840   49070   49304   49509,6013821400
8640,VILLANUEVA,Villanueva,Casanare,LUNES A VIERNES,CALLE 11 No. 8-31/39 CENTRO AVENIDA PRINCIPAL/ HOTEL PANAMERICANO,25840   47078   47143   47167   47307   47351   47385   47446,6013821400
6081,VILLANUEVA,Villanueva,Santander,LUNES A VIERNES,Cra. 14 No.14-71,27356   45045   45196   45319   45447,6013821400
3180,VILLAPINZON,Villapinzón,Cundinamarca,LUNES A VIERNES,Calle 4 No.4-16,28660   47050   47218   47282   47329   47481   47512,6013821400
6632,VILLARRICA,Villarrica,Tolima,MARTES A SABADO,Calle 4 No.3-25 Palacio Municipal,49094   25897   49377   49652,6013821400
4501,VILLAVICENCIO,Villavicencio,Meta,LUNES A VIERNES,Carrera. 32 No. 39 - 43,21706   21707   21708   21709   42014   42040   42149   42180   42203   42204   42208   42209   42224   42225   42233   42240   42241   42245   42306   42308   42414   42453   42474   42498   42516   42549   42584   42655,6013821400
3980,VILLAVIEJA,Villavieja,Huila,LUNES A VIERNES,CALLE 4 No 4-30,49091   25963   49637,6013821400
3121,VILLETA,Villeta,Cundinamarca,LUNES A VIERNES,Carrera 8 No. 4 - 33,21053   42099   42280   42394   42534,6013821400
3186,VIOTA,Viotá,Cundinamarca,LUNES A VIERNES,Calle 20 No.10-33,21104   42119   42428   42684   42685,6013821400
4550,VISTAHERMOSA,Vistahermosa,Meta,LUNES A VIERNES,Calle 9 No.11-37    Calle 9 No. 2-77,42026   21137   42270   42433   42477,6013821400
1855,VITERBO,Viterbo,Caldas,MARTES A SABADO,Calle 9 No 7-34   Calle 8 No. 6-46,26350   43015   43102   43145   43271   43333,6013821400
3190,YACOPI,Yacopí,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 9 - 23 / 27 frente al parque principal,42132   21108   42191   42397   42495   42744,6013821400
4822,YACUANQUER,Yacuanquer,Nariño,LUNES A VIERNES,Carrera 2 No. 9 - 35,22912   46058   46224   46355   46428,6013821400
3940,YAGUARA,Yaguará,Huila,LUNES A VIERNES,CALLE 4 No 3 - 70,28062   49020   49228   49463,6013821400
1398,YARUMAL,Yarumal,Antioquia,LUNES A VIERNES,Carrera.20 No.20-43,41130   24720   24721   41209   41304   41313   41370   41461   41621   41655,6013821400
1394,YONDO,Yondó,Antioquia,LUNES A VIERNES,Carrera 55 No.46 B - 44 Antonio Roldan B.,27109   45038   45423,6013821400
